SKU,Nombre_Producto,Marca,Categoria_Clasificada,Departamento,Precio_Lista_Original_MXN,Precio_Venta_Inauguracion_MXN,Precio_Mayoreo_10pzs_MXN,Cashback_5pct_MXN,Distribuidor,Disponibilidad,Descripcion_Completa,Imagen_Local,URL_CDN
SILSTY160,Silla para Gamer Stylos XZ25 ROJA XZSXZ25R. Tela automotriz. 180 grados de giro en el respaldo.,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",5765.67,4324.25,3953.60,216.21,CT Internacional,,"Silla para Gamer Stylos XZ25 ROJA XZSXZ25R. Tela automotriz. 180 grados de giro en el respaldo. Pistón de clase 4, de alto impacto. Foam de alta densidad para crear la ergonomía perfecta. 5 soportes metálicos, totalmente resistentes. Ajuste 4D en los brazos. Base metálica de acero con soportes reforzados, para mayor estabilidad. Soporte lumbar y superior con memoria que se ajusta a tus movimientos. Textil ergonómico. Color Roja.",,https://static.ctonline.mx/imagenes/SILSTY160/SILSTY160_800.jpg
SILSTY170,Silla para Gamer Stylos XZ25 NARANJA XZSXZ25O. Tela automotriz. 180 grados de giro en el respal,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",5723.41,4292.56,3924.62,214.63,CT Internacional,,"Silla para Gamer Stylos XZ25 NARANJA XZSXZ25O. Tela automotriz. 180 grados de giro en el respaldo. Pistón de clase 4, de alto impacto. Foam de alta densidad para crear la ergonomía perfecta. 5 soportes metálicos, totalmente resistentes. Ajuste 4D en los brazos. Base metálica de acero con soportes reforzados, para mayor estabilidad. Soporte lumbar y superior con memoria que se ajusta a tus movimientos. Textil ergonómico. Color Naranja.",,https://static.ctonline.mx/imagenes/SILSTY170/SILSTY170_800.jpg
SILSTY180,Silla para Gamer Stylos XZ25 NEGRA XZSXZ25B. Tela automotriz. 180 grados de giro en el respaldo,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",5806.05,4354.53,3981.29,217.73,CT Internacional,,"Silla para Gamer Stylos XZ25 NEGRA XZSXZ25B. Tela automotriz. 180 grados de giro en el respaldo. Pistón de clase 4, de alto impacto. Foam de alta densidad para crear la ergonomía perfecta. 5 soportes metálicos, totalmente resistentes. Ajuste 4D en los brazos. Base metálica de acero con soportes reforzados, para mayor estabilidad. Soporte lumbar y superior con memoria que se ajusta a tus movimientos. Textil ergonómico. Color Negro.",,https://static.ctonline.mx/imagenes/SILSTY180/SILSTY180_800.jpg
SILSTY110,Silla para Gamer Stylos XZEAL RGB XZSXZ15B. Sincroniza el RGB de tu silla con tu setup con su c,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",7490.00,5617.50,5136.00,280.88,CT Internacional,,"Silla para Gamer Stylos XZEAL RGB XZSXZ15B. Sincroniza el RGB de tu silla con tu setup con su control incluido, configúrala y elige el RGB de tu agrado. 180 grados de giro en el respaldo. Pistón de clase 4, de alto impacto. Foam de alta densidad para crear la ergonomía perfecta. 5 soportes metálicos, totalmente resistentes. Ajuste 4D en los brazos. Base metálica de acero con soportes reforzados, para mayor estabilidad. Soporte lumbar y superior con memoria que se ajusta a tus movimientos. Textil ergonómico. Color Negro.",,https://static.ctonline.mx/imagenes/SILSTY110/SILSTY110_800.jpg
SILSTY430,Silla Gamer XZEAL RGB XZ15. XZSXZ15W. Sincroniza el RGB de tu silla con tu setup con su control,XZEAL,videojuegos_gaming,"🕹️ Videojuegos, Consolas y Sillas Gamer",7381.54,5536.15,5061.62,276.81,CT Internacional,,"Silla Gamer XZEAL RGB XZ15. XZSXZ15W. Sincroniza el RGB de tu silla con tu setup con su control incluido, configúrala y elige el RGB de tu agrado. 180 grados de giro en el respaldo. Pistón de clase 4, de alto impacto, soporte 150 kg. Foam de alta densidad para crear la ergonomía perfecta. 5 soportes metálicos, totalmente resistentes. Ajuste 4D en los brazos. Base metálica de acero con soportes reforzados, para mayor estabilidad. Soporte lumbar y superior con memoria que se ajusta a tus movimientos. Material textil ergonómico. Color Blanco.",,https://static.ctonline.mx/imagenes/SILSTY430/SILSTY430_800.jpg
SILSTY330,SILLA GAMING XZ40IS. XZSXZ40IS. Silla Gaming XZ40IS; 180 grados de giro en el respaldo; Piston ,SILLA,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",7855.28,5891.46,5386.48,294.57,CT Internacional,,"SILLA GAMING XZ40IS. XZSXZ40IS. Silla Gaming XZ40IS; 180 grados de giro en el respaldo; Piston Clase 4, soporta hasta 150 kg; FOAM de alta densidad; Soporte metálico de estrella; Ajuste 3D en los brazos; Base metálica de acero con soporte reforzado; Soporte lumbar y superior con memoria; Material textil en toda la silla",,https://static.ctonline.mx/imagenes/SILSTY330/SILSTY330_800.jpg
SILSTY340,SILLA GAMING XZ40B. XZSXZ40B. Silla Gaming XZ40B; 180 grados de giro en el respaldo; Piston Cla,SILLA,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",8153.74,6115.30,5591.14,305.77,CT Internacional,,"SILLA GAMING XZ40B. XZSXZ40B. Silla Gaming XZ40B; 180 grados de giro en el respaldo; Piston Clase 4, soporta hasta 150 kg; FOAM de alta densidad; Soporte metálico de estrella; Ajuste 4D en los brazos; Base metálica de acero con soporte reforzado; Soporte lumbar y superior con memoria; Material textil en toda la silla; Mecanismo RANA para mayor ajuste y comodidad",,https://static.ctonline.mx/imagenes/SILSTY340/SILSTY340_800.jpg
CABSTA1750,Cable HDMI HDMM6 de alta velocidad 1.8m - 2x HDMI Macho - Negro - Ultra HD 4k x 2k,HDMI,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",330.93,248.19,226.92,12.41,CT Internacional,,Cable HDMI HDMM6 de alta velocidad 1.8m - 2x HDMI Macho - Negro - Ultra HD 4k x 2k,,https://static.ctonline.mx/imagenes/CABSTA1750/CABSTA1750_800.jpg
CABSTA1580,Cable HDMI 1m alta velocidad con Ethernet de 4k HDMM1M - video UHD de 4k a 30Hz cable HDMI - pa,HDMI,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",210.00,157.50,144.00,7.88,CT Internacional,,"Cable HDMI 1m alta velocidad con Ethernet de 4k HDMM1M - video UHD de 4k a 30Hz cable HDMI - para monitores, proyectores TV HDMI Ultra HD.",,https://static.ctonline.mx/imagenes/CABSTA1580/CABSTA1580_800.jpg
CABSTA080,Cable DisplayPort DISPLPORT6L ofrece una conexión segura y es capaz de proporcionar un rendimie,DISPLPORT6L,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",485.49,364.11,332.90,18.21,CT Internacional,,"Cable DisplayPort DISPLPORT6L ofrece una conexión segura y es capaz de proporcionar un rendimiento superior que HDMI o DVI de enlace dual. El cable DisplayPort es compatible con alta resolución de hasta 4K x 2K (4096 x 2160, 60Hz), con un ancho de banda HBR2 máximo de 21.6Gbps, además de ser compatible con audio opcional. El cable también es compatible con MST (""Multi-Stream Transport"", transmisión multipantalla) para la conexión en cadena de varios monitores. El cable de 1.8m tiene certificación DisplayPort (VESA), lo cual significa que es compatible con las especificaciones 1.2 sobre DisplayPort y garantiza una conexión confiable y de alta calidad en todos sus dispositivos DisplayPort. Garantía de por vida de StarTech.com.",,https://static.ctonline.mx/imagenes/CABSTA080/CABSTA080_800.jpg
CABSTA1540,"Cable HDMI de Alta Velocidad con Ethernet de 3 metros, HDMIMM10HS ofrece soporte para las prest",HDMI,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",510.34,382.75,349.94,19.14,CT Internacional,,"Cable HDMI de Alta Velocidad con Ethernet de 3 metros, HDMIMM10HS ofrece soporte para las prestaciones avanzadas de la Interfaz Multimedia de Alta Definición, incluyendo interconectividad de datos Ethernet con dispositivos equipados con HDMI y es compatible con dispositivos basados en versiones anteriores del estándar HDMI. El cable dispone de conectores HDMI (macho) ayudan a asegurar una conexión digital de alta calidad capaz de transmitir video de alta definición y audio multicanal entre dispositivos como reproductores Blu-Ray Disc™, televisores de alta definición, reproductores de DVD, DVRs y receptores estéreo entre otros. Este cable HDMI de alta calidad soporta totalmente las resoluciones de 1080 p+ hasta 120 Hz de frecuencia de barrido, resoluciones y tasas de tramas más altas, nuestro cable Ultra HD puede soportar resoluciones de imagen de hasta 4 k x 2k.Todos los Cables HDMI de Alta Velocidad de StarTech. Tiene una Garantía de por Vida.",,https://static.ctonline.mx/imagenes/CABSTA1540/CABSTA1540_800.jpg
ACCSTA830,"Adaptador USB 3.0 a Gigabit Ethernet, Modelo USB31000S permite agregar un puerto RJ45 Ethernet ",USB,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",1077.09,807.82,738.58,40.39,CT Internacional,,"Adaptador USB 3.0 a Gigabit Ethernet, Modelo USB31000S permite agregar un puerto RJ45 Ethernet a una computadora equipada con USB, y ofrece soporte para conectar redes Gigabit con máximo ancho de banda, a diferencia de los adaptadores USB 2.0.",,https://static.ctonline.mx/imagenes/ACCSTA830/ACCSTA830_800.jpg
ACCSTA760,Replicador de Puertos USB3SDOCKHDV universal USB 3.0 a HDMI DVI Y VGA de video Doble. Sistema d,USB3SDOCKHDV,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",6446.76,4835.07,4420.63,241.75,CT Internacional,,Replicador de Puertos USB3SDOCKHDV universal USB 3.0 a HDMI DVI Y VGA de video Doble. Sistema de computadora con puerto USB 3.0 Tomacorriente disponible Dispositivo HDMI DVI Y VGA.,,https://static.ctonline.mx/imagenes/ACCSTA760/ACCSTA760_800.jpg
TARGEN040,Tarjeta Generica Raspberry BCM2712,BCM2712,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",5111.65,3833.73,3505.13,191.69,CT Internacional,,Tarjeta Generica Raspberry BCM2712,,https://static.ctonline.mx/imagenes/TARGEN040/TARGEN040_800.jpg
TARGEN050,Tarjeta Arduino Mega 2560 CXD2230GA,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",531.16,398.37,364.22,19.92,CT Internacional,,Tarjeta Arduino Mega 2560 CXD2230GA,,https://static.ctonline.mx/imagenes/TARGEN050/TARGEN050_800.jpg
TARGEN060,Tarjeta Arduino Pro AYWHP,AYWHP,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",509.06,381.79,349.07,19.09,CT Internacional,,Tarjeta Arduino Pro AYWHP,,https://static.ctonline.mx/imagenes/TARGEN060/TARGEN060_800.jpg
ACCKSA150,Detector De CO2 Portatil Ksa,CO2,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",765.89,574.42,525.18,28.72,CT Internacional,,Detector De CO2 Portatil Ksa,,https://static.ctonline.mx/imagenes/ACCKSA150/ACCKSA150_800.jpg
TERKSA040,Termometro Ksa Pared K-3S,K-3S,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",688.92,516.69,472.40,25.83,CT Internacional,,Termometro Ksa Pared K-3S,,https://static.ctonline.mx/imagenes/TERKSA040/TERKSA040_800.jpg
CONRAZ010,Control Razer Android RZ06-02900100,RZ06-02900100,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",1166.83,875.12,800.11,43.76,CT Internacional,,Control Razer Android RZ06-02900100,,https://static.ctonline.mx/imagenes/CONRAZ010/CONRAZ010_800.jpg
CUBPCO110,"Careta protectora para niño(a) modelo CPA Niño-1, marca Go On. Calibre .20, material PET, con p",PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",49.42,37.06,33.89,1.85,CT Internacional,,"Careta protectora para niño(a) modelo CPA Niño-1, marca Go On. Calibre .20, material PET, con protector polyfoam para frente, espuma color Azul, abatibles, medias 30 cm x 20 cm para máxima protección tamaño infantil. Unitario",,https://static.ctonline.mx/imagenes/CUBPCO110/CUBPCO110_800.jpg
CUBPCO120,"Careta protectora CPA-1 ,marca Go On. Calibre .20, material PET, con protector polyfoam para fr",CPA-1,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",49.42,37.06,33.89,1.85,CT Internacional,,"Careta protectora CPA-1 ,marca Go On. Calibre .20, material PET, con protector polyfoam para frente, espuma color neutro, abatibles, medias 33 cm x 25 cm para máxima protección. Unitario",,https://static.ctonline.mx/imagenes/CUBPCO120/CUBPCO120_800.jpg
CUBKSA110,"Cubrebocas KN95 Azul Bicolor con valvula, 5 capas de proteccion, marca KSA  Modelo PH007. Filtr",KN95,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",4.73,3.54,3.24,0.18,CT Internacional,,"Cubrebocas KN95 Azul Bicolor con valvula, 5 capas de proteccion, marca KSA  Modelo PH007. Filtro anti soplido, capa antiestatica suave y ligera. Individual",,https://static.ctonline.mx/imagenes/CUBKSA110/CUBKSA110_800.jpg
ACCKSA010,"Goggles de protección para ojos modelo GKSA01, marca KSA, con 4 válvulas de respiración, grado ",PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",46.66,34.99,31.99,1.75,CT Internacional,,"Goggles de protección para ojos modelo GKSA01, marca KSA, con 4 válvulas de respiración, grado médico, elástico de sujeción y fijación de sellado para ojos, anti empañante. Detalles en Negro",,https://static.ctonline.mx/imagenes/ACCKSA010/ACCKSA010_800.jpg
ACCKSA020,"Goggles de protección para ojos modelo GKSA01-B, marca KSA, con 4 válvulas de respiración, grad",PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",46.66,34.99,31.99,1.75,CT Internacional,,"Goggles de protección para ojos modelo GKSA01-B, marca KSA, con 4 válvulas de respiración, grado médico, elástico de sujeción y fijación de sellado para ojos, anti empañante. Detalles en Blanco",,https://static.ctonline.mx/imagenes/ACCKSA020/ACCKSA020_800.jpg
ACCKSA050,"Lentes de seguridad estándar LT01 Marca KSA Bouton Optical está compuesto de policarbonato, vie",PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",45.50,34.12,31.20,1.71,CT Internacional,,"Lentes de seguridad estándar LT01 Marca KSA Bouton Optical está compuesto de policarbonato, viene en color negro y satisface los estándares ANSI Z87.1, CSA Z94.3. Proporciona protección UV 99.9 %.",,https://static.ctonline.mx/imagenes/ACCKSA050/ACCKSA050_800.jpg
TERKSA050,Termómetro inteligente con dispensador de Gel marca KSA Modelo K9 Pro,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",933.33,700.00,640.00,35.00,CT Internacional,,Termómetro inteligente con dispensador de Gel marca KSA Modelo K9 Pro,,https://static.ctonline.mx/imagenes/TERKSA050/TERKSA050_800.jpg
TERKSA020,"Termómetro de Pared KSA modelo K-3S/3X; Incluye cable de carga micro USB, manual de uso. Tambié",KSA,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",466.66,349.99,319.99,17.50,CT Internacional,,"Termómetro de Pared KSA modelo K-3S/3X; Incluye cable de carga micro USB, manual de uso. También se puede usar con 3 Baterías AAA (No la incluye). Ideal para escuelas, oficinas o empresas.",,https://static.ctonline.mx/imagenes/TERKSA020/TERKSA020_800.jpg
TERYOB010,"Termómetro Infrarrojo Modelo GP-200, marca Yobekan. A distancia que permite detectar temperatur","GP-200,",accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",394.69,296.02,270.65,14.80,CT Internacional,,"Termómetro Infrarrojo Modelo GP-200, marca Yobekan. A distancia que permite detectar temperatura humana por vía infrarrojo, funciona con baterías AA (No incluidas). LCD Display",,https://static.ctonline.mx/imagenes/TERYOB010/TERYOB010_800.jpg
TERBIN020,"Termómetro infrarrojo modelo R6, Marca Bing Zun . Tiempo de medición de 1 segundo y precisión","R6,",accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",632.52,474.39,433.73,23.72,CT Internacional,,"Termómetro infrarrojo modelo R6, Marca Bing Zun . Tiempo de medición de 1 segundo y precisión",,https://static.ctonline.mx/imagenes/TERBIN020/TERBIN020_800.jpg
TERKAN010,"Termómetro infrarrojo modelo KY-111, Marca KANGJI. Tiempo de medición de 1 segundo y precisión ","KY-111,",accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",493.36,370.02,338.30,18.50,CT Internacional,,"Termómetro infrarrojo modelo KY-111, Marca KANGJI. Tiempo de medición de 1 segundo y precisión es de +- 0.3°C sin tener algún contacto, seguro y limpio. Mide temperaturas entre 5°C - 80°C. Alarma en medición de temperatura arriba de 38°C",,https://static.ctonline.mx/imagenes/TERKAN010/TERKAN010_800.jpg
TERHIS010,"Termómetro Infrarrojo Modelo HG01, marca HI8US. A distancia que permite detectar temperatura hu","HG01,",accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",632.52,474.39,433.73,23.72,CT Internacional,,"Termómetro Infrarrojo Modelo HG01, marca HI8US. A distancia que permite detectar temperatura humana por vía infrarrojo, funciona con baterías AA (No incluidas). LCD Display de varios colores.",,https://static.ctonline.mx/imagenes/TERHIS010/TERHIS010_800.jpg
TERGEN010,Termómetro digital modelo IR-200 Genérico. Infantil/ adulto. Alarma de temperatura,IR-200,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",49.00,36.75,33.60,1.84,CT Internacional,,Termómetro digital modelo IR-200 Genérico. Infantil/ adulto. Alarma de temperatura,,https://static.ctonline.mx/imagenes/TERGEN010/TERGEN010_800.jpg
ACCKSA040,"Tensiómetro de muñeca. Modelo BP-210M Marca KSA, Mide presión arterial  precisa. apagado automá",PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",455.00,341.25,312.00,17.06,CT Internacional,,"Tensiómetro de muñeca. Modelo BP-210M Marca KSA, Mide presión arterial  precisa. apagado automático, método de inflación silencioso, lectura rápida. Uso de baterías AAA (No Incluidas). Indicadores de frecuencia de pulso alta y baja. LCD grande y claro fácil de leer.",,https://static.ctonline.mx/imagenes/ACCKSA040/ACCKSA040_800.jpg
ACCKSA100,Oxímetro de pulso Monitor sanguíneo Modelo LK87,PC CUSTOM,monitores,🖥️ Monitores y Pantallas Gamer,119.32,89.49,81.82,4.47,CT Internacional,,Oxímetro de pulso Monitor sanguíneo Modelo LK87,,https://static.ctonline.mx/imagenes/ACCKSA100/ACCKSA100_800.jpg
ACCSON020,Oxímetro de pulso Mod. LMT-01 Sonolife. Mide saturación de oxígeno y frecuencia cardiaca.,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",119.32,89.49,81.82,4.47,CT Internacional,,Oxímetro de pulso Mod. LMT-01 Sonolife. Mide saturación de oxígeno y frecuencia cardiaca.,,https://static.ctonline.mx/imagenes/ACCSON020/ACCSON020_800.jpg
DISCSY010,"Dispensador de Papel Higiénico Mini Innova Color Humo para Rollo Industrial 250mm máx., CLAR SY",PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",370.58,277.94,254.11,13.90,CT Internacional,,"Dispensador de Papel Higiénico Mini Innova Color Humo para Rollo Industrial 250mm máx., CLAR SYSTEMS. Forma parte del Sistema de Dosificación Inteligente INNOVA totalizado por 3 productos (Dispensador de: Jabón, Toalla e Higiénico), Producto que, por los componentes de fabricación (ABS+Plastificante+Carga de Fibra Textil), Evitará que algún usuario pueda dañarse en accidentes ocurridos dentro de los baños o áreas donde sea colocado, ya que soporta golpes de 30 a 40 kilos con el cuerpo. Está diseñado con un Sistema de Suministro Inteligente, proporcionando entre 30 y 40 cms., de higiénico por cada dispense y Permite Usar Papel con Centro de 2” o 3” Pulgadas. Este color proporciona a sus Baños un Ambiente de Juventud e Imparcialidad, Sobriedad, Seriedad y Profesionalidad.",,https://static.ctonline.mx/imagenes/DISCSY010/DISCSY010_800.jpg
DISCSY020,"Dispensador de Papel Higiénico Mini Innova Color Blanco para Rollo Industrial 250mm máx.,CLAR S",PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",370.58,277.94,254.11,13.90,CT Internacional,,"Dispensador de Papel Higiénico Mini Innova Color Blanco para Rollo Industrial 250mm máx.,CLAR SYSTEMS. Forma parte del Sistema de Dosificación Inteligente INNOVA totalizado por 3 productos (Dispensador de: Jabón, Toalla e Higiénico), Producto que, por los componentes de fabricación (ABS+Plastificante+Carga de Fibra Textil), Evitará que algún usuario pueda dañarse en accidentes ocurridos dentro de los baños o áreas donde sea colocado, ya que soporta golpes de 30 a 40 kilos con el cuerpo. Está diseñado con un Sistema de Suministro Inteligente, proporcionando entre 30 y 40 cms. de Higiénico por cada dispense y Permite Usar Papel con Centro de 2” o 3” Pulgadas. Este color proporciona a sus Baños un Ambiente de orden, pureza, confort, luminosidad y armonía.",,https://static.ctonline.mx/imagenes/DISCSY020/DISCSY020_800.jpg
DISCSY030,Dispensador de Papel Higiénico Maxi Innova Color Blanco para Rollo Industrial 400mm máx. CLAR S,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",370.58,277.94,254.11,13.90,CT Internacional,,"Dispensador de Papel Higiénico Maxi Innova Color Blanco para Rollo Industrial 400mm máx. CLAR SYSTEMS. Forma parte del Sistema de Dosificación Inteligente INNOVA totalizado por 3 productos (Dispensador de: Jabón, Toalla e Higiénico), Producto que, por los componentes de fabricación (ABS+Plastificante+Carga de Fibra Textil), Evitará que algún usuario pueda dañarse en accidentes ocurridos dentro de los baños o áreas donde sea colocado, ya que soporta golpes de 30 a 40 kilos con el cuerpo. Está diseñado con un Sistema de Suministro Inteligente, proporcionando entre 30 y 40 cms. de Higiénico por cada dispense y Permite Usar Papel con Centro de 2” o 3” Pulgadas. Este color proporciona a sus Baños un Ambiente de orden, pureza, confort, luminosidad y armonía.",,https://static.ctonline.mx/imagenes/DISCSY030/DISCSY030_800.jpg
DISCSY060,"Dispensador de Jabón Innova ABS industrial Color Humo rellenable 1.1 Lts., CLAR SYSTEMS, Forma ",PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",370.58,277.94,254.11,13.90,CT Internacional,,"Dispensador de Jabón Innova ABS industrial Color Humo rellenable 1.1 Lts., CLAR SYSTEMS, Forma parte del Sistema de Dosificación Inteligente INNOVA totalizado por 3 productos (Dispensador de: Jabón, Toalla e Higiénico). Dispensador manual, cuenta con válvula antigoteo que permite un uso libre de derrames y un sistema de aporte inteligente ya que proporciona 1 mililitro de producto por cada pulsación. Por los componentes de fabricación (ABS+Plastificante+Carga de Fibra Textil), Evitará que algún usuario pueda dañarse en accidentes ocurridos dentro de los baños o áreas donde sea colocado, ya que soporta golpes de 30 a 40 kilos con el cuerpo. El Depósito del dosificador está fabricado en plástico SAN antiestático, resiste todo tipo de jabón, gel hidroalcohólico, aceites, grasas, gasolina e incluso ácido clorhídrico y no permite proliferación de bacterias; este Plástico facilita que el producto se deslice suavemente en el depósito evitando que se obstruya la válvula de dosificación. Este color proporciona a sus Baños un Ambiente de Orden, Pureza, Confort, Luminosidad y Armonía.",,https://static.ctonline.mx/imagenes/DISCSY060/DISCSY060_800.jpg
DISCSY090,Dispensador de Toalla Inter-doblada Innova ABS antiestático. CLAR SYSTEMS. Color Humo. Capacida,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",370.58,277.94,254.11,13.90,CT Internacional,,"Dispensador de Toalla Inter-doblada Innova ABS antiestático. CLAR SYSTEMS. Color Humo. Capacidad para 600 toallas. forma parte del Sistema de Dosificación Inteligente INNOVA totalizado por 3 productos (Dispensador de: Jabón, Toalla e Higiénico). El Dispensador cuenta con un Sistema de Suministro inteligente ya que proporciona sólo una toalla en cada dispense. La boquilla de desalojo está libre de filo y su forma y dimensiones de 10 cms. de largo con una contracción de 5 cms. en las partes laterales facilitan introducir los dedos para la adecuada extracción de la Toalla.  Por los componentes de fabricación (ABS+Plastificante+Carga de Fibra Textil), Evitará que algún usuario pueda dañarse en accidentes ocurridos dentro de los baños o áreas donde sea colocado, ya que soporta golpes de 30 a 40 kilos con el cuerpo. Este color proporciona a sus Baños un Ambiente de Orden, Pureza, Confort, Luminosidad y Armonía.",,https://static.ctonline.mx/imagenes/DISCSY090/DISCSY090_800.jpg
BOCLNX110,"Audífonos Inalámbricos LANIX LXW2 15496. Conectividad Bluetooth 5.3, Micrófono integrado, Poten",LANIX,audio_audifonos,"🎧 Audio, Diademas y Audífonos Gamer",751.57,563.68,515.36,28.18,CT Internacional,,"Audífonos Inalámbricos LANIX LXW2 15496. Conectividad Bluetooth 5.3, Micrófono integrado, Potencia 5 W, Rango de hasta 12m, Batería de 35 mAh, Tiempo de reproducción  Hasta 5 horas, Protección contra agua IPX3, Puerto USB Tipo C para corriente. COLOR MENTA. Garantía de 1 año directo con fabricante.",,https://static.ctonline.mx/imagenes/BOCLNX110/BOCLNX110_800.jpg
BOCLNX120,"Bocina Bluetooth LANIX XPOCKET 15494. Conectividad Bluetooth 5.3, Manos libres. Potencia 3 W. B",LANIX,audio_audifonos,"🎧 Audio, Diademas y Audífonos Gamer",570.64,427.98,391.30,21.40,CT Internacional,,"Bocina Bluetooth LANIX XPOCKET 15494. Conectividad Bluetooth 5.3, Manos libres. Potencia 3 W. Batería de 450 mAh, Tiempo de reproducción  Hasta 3.5 horas (Vol. 100%), Protección contra agua IPX5, Puerto USB Tipo C para corriente. COLOR NEGRO. Garantía de 1 año directo con fabricante.",,https://static.ctonline.mx/imagenes/BOCLNX120/BOCLNX120_800.jpg
AIRLNX180,"Purificador de Aire LANIX XAIR 1 14996, Ionizador. Velocidad: bajo, medio, alto y automático. L",LANIX,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",4820.87,3615.65,3305.74,180.78,CT Internacional,,"Purificador de Aire LANIX XAIR 1 14996, Ionizador. Velocidad: bajo, medio, alto y automático. Lanix Samart APP. WiFi. Compatible con Alexa y Googe asist. Área: 29 m2. Garantía de 1 año directo con fabricante.",,https://static.ctonline.mx/imagenes/AIRLNX180/AIRLNX180_800.jpg
AIRLNX190,"Purificador de Aire LANIX XAIR 2 14997, Ionizador. Velocidad: bajo, medio, alto y automático. L",LANIX,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",3000.93,2250.70,2057.78,112.53,CT Internacional,,"Purificador de Aire LANIX XAIR 2 14997, Ionizador. Velocidad: bajo, medio, alto y automático. Lanix Samart APP. WiFi. Compatible con Alexa y Googe asist. Área: 29 m2. Garantía de 1 año directo con fabricante.",,https://static.ctonline.mx/imagenes/AIRLNX190/AIRLNX190_800.jpg
ACCLNX420,Alimentador de Mascotas LANIX XPETS 15591. Cámara 1MP. Interacción por voz. Lanix Samart APP. W,LANIX,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",2752.82,2064.61,1887.65,103.23,CT Internacional,,Alimentador de Mascotas LANIX XPETS 15591. Cámara 1MP. Interacción por voz. Lanix Samart APP. WiFi. Compatible con Alexa y Googe asist. Dispensa 20 porciones. Capacidad de 3 lts. Tipo de comida: Seca 2-12mm. Garantía de 1 año directo con fabricante.,,https://static.ctonline.mx/imagenes/ACCLNX420/ACCLNX420_800.jpg
ACCDIE920,Folder tamaño Carta Diem color Marfil de 150g con 100 piezas 750623155144 Emplayado,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",358.19,268.64,245.62,13.43,CT Internacional,,Folder tamaño Carta Diem color Marfil de 150g con 100 piezas 750623155144 Emplayado,,https://static.ctonline.mx/imagenes/ACCDIE920/ACCDIE920_800.jpg
ACCDIE930,Folder tamaño Oficio Diem color Marfil de 150g con 100 piezas 750623155149 Emplayado,PC CUSTOM,accesorios_perifericos,"🎒 Accesorios, Repuestos y Maletines",401.19,300.89,275.10,15.04,CT Internacional,,Folder tamaño Oficio Diem color Marfil de 150g con 100 piezas 750623155149 Emplayado,,https://static.ctonline.mx/imagenes/ACCDIE930/ACCDIE930_800.jpg
